Warehouse_Source,Country,code,description,category,subcategory,lean_fit,automation_potential,records,buyers,first_date,last_date,median_estimated_value,median_bidders,one_bidder_rows
Canada federal,Canada,*72101510 *72102902 *72103300 *72121103 *72151207 *72151502 *72152000 *72152300 *72152400 *72152601,*Plumbing system maintenance or repair *Landscaping services *Infrastructure maintenance and repair services *Commercial and office building renovation and repair service *Heating and cooling and air conditioning HVAC installation and maintenance service *Electric power system construction service *Plastering and drywall services *Carpentry services *Window and door installation and erection services *Roofing service,Other,*Plumbing system maintenance or repair *Landscaping services *Infrastructure maintenance and repair services *Commercial and office building renovation and repair service *Heating and cooling and air conditioning HVAC installation and maintenance service *Electric power system construction service *Plastering and drywall services *Carpentry services *Window and door installation and erection services *Roofing service,15,20,1,1,2026-02-18,2026-02-18,,,0
Canada federal,Canada,*80171905 *86101704,*Indigenous peoples relations consultation and engagement *Procurement or supply chain training,Other,*Indigenous peoples relations consultation and engagement *Procurement or supply chain training,15,20,1,1,2024-05-17,2024-05-17,,,0
Ireland,Ireland,79212100.0,Financial auditing services.,Other,Financial auditing services.,15,20,1,1,2023-10-04,2023-10-04,,,0
United Kingdom,United Kingdom,30130000,Post-office equipment,Other,Post-office equipment,15,20,1,1,2025-12-11,2025-12-11,,,0
France,France,"21,274,19","Audit,Prestations de services,Assistance technique",Other,Services,15,20,1,1,2024-11-16,2024-11-16,,,0
France,France,"21,274,433,455","Audit,Prestations de services,Assistance à maîtrise d'ouvrage,Ingénierie",Other,Services,15,20,1,1,2023-10-25,2023-10-25,,,0
France,France,"203,21,359,253,196","Matériel électrique,Audit,Véhicules,Ouvrage d'infrastructure,Maintenance",Other,Services,15,20,1,1,2025-08-19,2025-08-19,,,0
France,France,71314200,"Audit,Bâtiment",Other,Services,15,20,1,1,2023-10-27,2023-10-27,,,0
France,France,79211110,"Audit,Prestations de services",Other,Services,15,20,1,1,2023-11-16,2023-11-16,,,0
France,France,"18,21,274","Assainissement,Audit,Prestations de services",Other,Services,15,20,1,1,2023-11-12,2023-11-12,,,0
France,France,71310000,"Audit,Bâtiment,Maintenance",Other,Services,15,20,1,1,2024-07-30,2024-07-30,,,0
France,France,66171000,"Audit,Ingénierie",Other,Services,15,20,1,1,2025-08-09,2025-08-09,,,0
France,France,71356200,"Amiante (diagnostic),Audit,Assistance technique,Assistance à maîtrise d'ouvrage",Other,Services,15,20,1,1,2026-02-17,2026-02-17,,,0
United Kingdom,United Kingdom,18822000,Training shoes,Other,Training shoes,15,20,1,1,2024-07-10,2024-07-10,,,0
France,France,"21,236,332","Audit,Monuments historiques,Sécurité incendie",Other,Services,15,20,1,1,2026-05-31,2026-05-31,,,0
France,France,72800000,"Audit,Informatique (prestations de services)",Other,Services,15,20,1,1,2026-05-05,2026-05-05,,,0
Canada federal,Canada,*80101511 *80101600 *80101604,*Human resources consulting service *Project management *Project administration or planning,Other,*Human resources consulting service *Project management *Project administration or planning,15,20,1,1,2026-03-17,2026-03-17,,,0
Canada federal,Canada,*80111500 *80111501 *80111504 *80171905,*Human resource development *Management development *Labor training or development *Indigenous peoples relations consultation and engagement,Other,*Human resource development *Management development *Labor training or development *Indigenous peoples relations consultation and engagement,15,20,1,1,2026-01-09,2026-01-09,,,0
Canada federal,Canada,*72102801 *72121103 *72153605,*Renovation of buildings or landmarks or monuments *Commercial and office building renovation and repair service *Kitchen and bathroom remodeling service,Other,*Renovation of buildings or landmarks or monuments *Commercial and office building renovation and repair service *Kitchen and bathroom remodeling service,15,20,1,1,2025-09-24,2025-09-24,,,0
Canada federal,Canada,*72121100 *72151200,*Commercial and office building construction services *Heating and cooling and air conditioning HVAC construction and maintenance services,Other,*Commercial and office building construction services *Heating and cooling and air conditioning HVAC construction and maintenance services,15,20,1,1,2026-06-26,2026-06-26,,,0
Canada federal,Canada,*86100000 *86101700 *86132100,"*Vocational training *Non scientific vocational training services *Training planning, facilitation and delivery services",Other,"*Vocational training *Non scientific vocational training services *Training planning, facilitation and delivery services",15,20,1,1,2024-02-22,2024-02-22,,,0
Canada federal,Canada,*25173900 *26121500 *26121600 *39120000 *39121700 *72102200 *73152108,*Electrical components *Electrical wire *Electrical cable and accessories *Electrical equipment and components and supplies *Electrical hardware and supplies *Electrical services *Electrical equipment maintenance and repair service,Other,*Electrical components *Electrical wire *Electrical cable and accessories *Electrical equipment and components and supplies *Electrical hardware and supplies *Electrical services *Electrical equipment maintenance and repair service,15,20,1,1,2026-07-28,2026-07-28,,,0
Canada federal,Canada,*43232408 *43232600,*Web platform development software *Industry specific software,Other,*Web platform development software *Industry specific software,15,20,1,1,2024-01-31,2024-01-31,,,0
Canada federal,Canada,*80101500 *80101508,*Business and corporate management consultation services *Business intelligence consulting services,Other,*Business and corporate management consultation services *Business intelligence consulting services,15,20,1,1,2025-10-10,2025-10-10,,,0
Canada federal,Canada,*N7045,*Computer Supplies,Other,*Computer Supplies,15,20,1,1,2026-01-16,2026-01-16,,,0
Canada federal,Canada,*21102300 *72121103,*Greenhouse equipment *Commercial and office building renovation and repair service,Other,*Greenhouse equipment *Commercial and office building renovation and repair service,15,20,1,1,2026-03-02,2026-03-02,,,0
Canada federal,Canada,*43230000 *43232400,*Software *Development software,Other,*Software *Development software,15,20,1,1,2026-03-17,2026-03-17,,,0
Canada federal,Canada,*22101900 *72110000 *72121100 *72121101 *72130000 *81101513,*Building construction machinery and accessories *Residential building construction services *Commercial and office building construction services *Commercial and office building new construction service *General building construction *Building construction management,Other,*Building construction machinery and accessories *Residential building construction services *Commercial and office building construction services *Commercial and office building new construction service *General building construction *Building construction management,15,20,1,1,2026-05-08,2026-05-08,,,0
Canada federal,Canada,*81112000 *81112001 *81112002 *81112010,*Data services *Online data processing service *Data processing or preparation services *Data conversion service,Other,*Data services *Online data processing service *Data processing or preparation services *Data conversion service,15,20,1,1,2025-01-22,2025-01-22,,,0
Canada federal,Canada,*43232304,*Data base management system software,Other,*Data base management system software,15,20,1,1,2025-10-10,2025-10-10,,,0
Canada federal,Canada,*26120000 *26130000 *32130000 *39120000,*Electrical wire and cable and harness *Power generation *Electronic hardware and component parts and accessories *Electrical equipment and components and supplies,Other,*Electrical wire and cable and harness *Power generation *Electronic hardware and component parts and accessories *Electrical equipment and components and supplies,15,20,1,1,2023-08-28,2023-08-28,,,0
Canada federal,Canada,*80101507 *80161604 *81111801,*Information technology consultation services *Information technology IT management services *Computer or network or internet security,Other,*Information technology consultation services *Information technology IT management services *Computer or network or internet security,15,20,1,1,2023-08-24,2023-08-24,,,0
Canada federal,Canada,*25201709 *26140000 *41101800 *41116400 *43221718 *46171616 *60104700 *60105000 *81162003 *92111700,*Aircraft probes or sensors *Atomic and nuclear energy machinery and equipment *Laboratory electron and solid state physics equipment *Acceleration and vibration measuring instruments *Radar antennas *Radar detectors *Energy and power physics materials *Nuclear physics materials *Cryptographics key management as a service *Military science and research,Other,*Aircraft probes or sensors *Atomic and nuclear energy machinery and equipment *Laboratory electron and solid state physics equipment *Acceleration and vibration measuring instruments *Radar antennas *Radar detectors *Energy and power physics materials *Nuclear physics materials *Cryptographics key management as a service *Military science and research,15,20,1,1,2025-09-10,2025-09-10,,,0
Canada federal,Canada,*26101100 *31162800 *40142000 *41112400,*Electric alternating current AC motors *Miscellaneous hardware *Hoses *Pressure measuring and control instruments,Other,*Electric alternating current AC motors *Miscellaneous hardware *Hoses *Pressure measuring and control instruments,15,20,1,1,2025-07-02,2025-07-02,,,0
